Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
291|;1;0,714285714285714;0,384615384615385;0,714285714285714;0,384615384615385;0,391526937484741;56;54;42;42;42;[M]A|[M]C|[L]F|[M]G|[L/M]J|[L]E|[M]I|[L]A|[M]H|[L]C|[M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L]R|[L/M]M|[L]I|[L/M]L|[L]N|[L]G|[L/M]C|[M]E|[L]H|[M]F|[L/M]D|[L/M]K|[L]D|[M]N|[L]Y|[M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]O|[L/M]Q|[M]R|[L/M]P|[L/M]X|[L/M]AU|[L/M]AY|[L/M]BC|[L/M]AZ|[L/M]AV|[L]L|[M]Y|[L/M]B|
294|;1;0,681818181818182;0,348837209302325;0,681818181818182;0,348837209302325;0,088136196136475;29;29;22;22;22;[L/M]A|[L]AP|[L/M]C|[L/M]G|[L/M]I|[L]H|[M]J|[L]O|[M]H|[L/M]D|[L]AG|[M]O|[L/M]S|[L]AQ|[L/M]W|[L/M]T|[L/M]P|[L/M]X|[L/M]AF|[L]AS|[M]AP|[L/M]AR|[L]J|[M]AS|[L/M]AT|[M]AQ|[M]AG|[L/M]Y|[L/M]B|
290|;1;0,789473684210526;0,483870967741936;0,789473684210526;0,483870967741936;0,081301927566528;23;23;19;19;19;[L]E|[M]A|[L/M]C|[L]A|[M]E|[L/M]F|[L/M]D|[L/M]O|[L]AB|[L/M]S|[L]Y|[L/M]U|[L/M]T|[L/M]P|[L/M]X|[L/M]Z|[M]AB|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]AE|[M]Y|[L/M]B|
295|;1;0,714285714285714;0,384615384615385;0,714285714285714;0,384615384615385;0,167123794555664;55;54;42;42;42;[L/M]A|[L/M]C|[L/M]G|[L]D|[L]D|[L]D|[L/M]I|[L]O|[M]J|[L/M]H|[L]J|[M]D|[L/M]K|[L]N|[M]M|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L]C|[L/M]H|[M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[M]K|[M]N|[L]Q|[M]L|[L]M|[M]C|[L/M]E|[M]F|[L]L|[M]D|[L]F|[M]O|[L]K|[M]Q|[L/M]R|[L/M]P|[L/M]X|[L/M]AF|[L/M]AL|[L/M]AN|[L/M]AM|[L/M]AG|[L/M]Y|[L/M]B|
297|;1;0,588235294117647;0,263157894736842;0,588235294117647;0,263157894736842;0,07580304145813;25;24;17;17;17;[L/M]A|[L/M]C|[L]X|[M]E|[L/M]F|[L/M]D|[L]Q|[M]O|[L]E|[M]Q|[L/M]R|[L/M]P|[L]O|[M]X|[L/M]AU|[L/M]AY|[L/M]BB|[L]Y|[L/M]AZ|[M]AV|[L]B|[M]Y|[L]AV|[M]B|
296|;1;0,44;0,164179104477612;0,44;0,164179104477612;0,278138875961304;79;78;50;50;50;[L/M]A|[L/M]C|[M]G|[L]S|[M]I|[L]E|[M]J|[L]F|[M]H|[L]E|[M]D|[L/M]K|[L]N|[M]M|[L/M]L|[M]C|[L]L|[M]G|[L]C|[M]I|[L]E|[M]J|[L]F|[M]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]G|[L]J|[L]I|[L]H|[M]E|[L]G|[M]F|[L/M]D|[L]AF|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]D|[M]E|[L]Y|[M]F|[L]U|[M]D|[L/M]K|[L]D|[L]F|[M]N|[L]M|[M]L|[L/M]C|[L]P|[M]E|[L]J|[M]F|[L]I|[M]D|[L]H|[M]O|[L]D|[M]S|[L]O|[M]U|[L]AG|[L/M]T|[M]P|[L/M]X|[M]AF|[L/M]AL|[L/M]AO|[L/M]AM|[M]AG|[M]Y|[L/M]B|
299|;1;0,441860465116279;0,165217391304348;0,441860465116279;0,165217391304348;0,356603860855102;69;67;43;43;43;[L/M]A|[L/M]C|[L]I|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L]J|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L]F|[L]D|[L/M]C|[L/M]G|[M]I|[L]C|[M]J|[L/M]H|[L]R|[M]D|[L/M]K|[L]N|[M]M|[L/M]L|[L/M]C|[M]G|[M]I|[L]P|[M]J|[L]E|[M]H|[L]Y|[M]D|[L]M|[M]K|[L]L|[M]N|[L]D|[M]L|[L]G|[M]C|[L]I|[M]E|[L]J|[M]F|[L]H|[M]D|[L/M]O|[L/M]Q|[L]D|[M]R|[L]AX|[M]P|[L/M]X|[M]AU|[L]AV|[M]AW|[L]K|[M]AX|[L]AW|[M]AV|[L]B|[M]Y|[L]AU|[M]B|
298|;1;0,607142857142857;0,278688524590164;0,607142857142857;0,278688524590164;0,114220142364502;41;39;28;28;28;[L/M]A|[L/M]C|[L]E|[L]F|[M]G|[L]D|[M]I|[L]Y|[M]J|[L/M]H|[L]G|[M]D|[L]L|[M]K|[L]C|[L/M]N|[M]L|[L]I|[M]C|[L]J|[M]E|[L]K|[M]F|[L/M]D|[L/M]O|[L/M]S|[L/M]V|[L/M]T|[L/M]P|[L/M]X|[L/M]Z|[M]AB|[L/M]AC|[L/M]AA|[L/M]AD|[L]AB|[L/M]AE|[M]Y|[L/M]B|
172|;1;0,795454545454545;0,492957746478873;0,795454545454545;0,492957746478873;0,155828952789307;54;53;44;44;44;[L/M]A|[L]X|[M]C|[L/M]E|[L/M]F|[L]K|[L/M]D|[M]K|[L]O|[M]M|[L/M]L|[L/M]C|[L]E|[L/M]E|[L]N|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L]M|[M]N|[L/M]L|[L/M]C|[L]F|[M]E|[L]N|[M]F|[L/M]D|[L/M]K|[M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[M]O|[L/M]Q|[L/M]R|[L/M]P|[L]C|[M]X|[L/M]AU|[L/M]AW|[L/M]AX|[L/M]AV|[L/M]Y|[L/M]B|
70|;1;0,523809523809524;0,215686274509804;0,523809523809524;0,215686274509804;0,094933032989502;31;31;21;21;21;[L]S|[L]O|[M]A|[L/M]C|[L/M]G|[L/M]I|[L]Z|[L/M]J|[L/M]H|[L]X|[M]D|[L]A|[M]O|[L]AB|[M]S|[L/M]U|[L]AC|[M]T|[L/M]P|[M]X|[L]D|[M]Z|[L]AE|[M]AB|[L]T|[M]AC|[L/M]AA|[L/M]AD|[M]AE|[L/M]Y|[L/M]B|
171|;1;0,842105263157895;0,571428571428571;0,842105263157895;0,571428571428571;0,071990966796875;22;22;19;19;19;[L]C|[M]A|[L]AD|[M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]O|[L/M]S|[L/M]U|[L/M]T|[L/M]P|[L/M]X|[L/M]Z|[L/M]AB|[L/M]AC|[L/M]AA|[L]A|[M]AD|[L/M]AE|[L/M]Y|[L/M]B|
