Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
291|;1;0,260869565217391;0,085714285714286;0,260869565217391;0,085714285714286;0,085856199264526;39;38;21;23;23;[L/M]A|[L]Q|[M]C|[L]R|[M]E|[L]O|[M]I|[L]P|[M]F|[L/M]D|[L]V|[M]t3t16|[L/M]Q|[M]R|[L/M]S|[M]Q|[L]W|[M]R|[L]Q|[M]t17t2|[L/M]C|[L]E|[M]O|[L]R|[M]P|[L]F|[L/M]D|[M]Q|[L]U|[M]V|[L]C|[M]Y|[L]I|[M]W|[L]B|[M]U|[L]Y|[M]B|
294|;1;0,727272727272727;0,4;0,727272727272727;0,4;0,041857957839966;15;14;11;11;11;[L/M]A|[L/M]C|[L/M]O|[L]B|[M]P|[L/M]D|[L/M]Q|[L/M]V|[L/M]X|[L]U|[L/M]W|[M]U|[L]P|[M]B|
290|;1;0,580645161290323;0,290322580645161;0,580645161290323;0,290322580645161;0,215061187744141;41;40;27;31;31;[L/M]A|[L/M]C|[L/M]O|[L]Q|[M]M|[L/M]N|[L/M]L|[M]K|[L]M|[M]D|[L]K|[M]t3t16|[L/M]Q|[M]R|[L/M]S|[L]D|[M]Q|[L/M]R|[L]U|[L]R|[M]t17t2|[L/M]C|[L/M]O|[L/M]P|[M]D|[M]Q|[L]AE|[M]t19t25|[L/M]Z|[L/M]AB|[L/M]AA|[L]D|[M]AE|[L/M]Z|[L/M]AD|[L/M]AA|[M]t26t20|[L]Q|[M]U|[L/M]B|
295|;1;0,696969696969697;0,418181818181818;0,696969696969697;0,418181818181818;0,086389064788818;39;39;29;33;33;[L/M]A|[L]F|[M]C|[L/M]E|[L]G|[M]I|[L]C|[M]F|[L/M]D|[M]t3t16|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[L/M]S|[L/M]Q|[L/M]R|[M]t17t2|[L/M]C|[L]AC|[M]E|[L]I|[M]G|[L/M]F|[L/M]D|[L/M]Q|[M]t19t25|[L/M]Z|[L]E|[M]AC|[L/M]AA|[L/M]AE|[L/M]Z|[L/M]AD|[L/M]AA|[M]t26t20|[L/M]U|[L/M]B|
297|;1;0,46875;0,2;0,46875;0,2;0,108022928237915;47;45;28;32;32;[L/M]A|[L]W|[L/M]C|[M]E|[L]O|[M]I|[L]C|[M]F|[L/M]D|[L]R|[M]t3t16|[L/M]Q|[L]D|[M]R|[L/M]S|[L]F|[L/M]Q|[L]B|[L/M]R|[M]t17t2|[L/M]C|[L/M]E|[L/M]I|[M]F|[M]D|[M]t3t16|[M]Q|[L/M]R|[L]E|[M]t17t2|[L]I|[M]C|[L]F|[M]O|[L/M]P|[L/M]D|[M]Q|[M]V|[L/M]X|[L]Q|[M]W|[L/M]U|[L]V|[L]Q|[M]B|
296|;1;0,642857142857143;0,333333333333333;0,642857142857143;0,333333333333333;0,081499099731445;37;36;26;28;28;[L]Z|[M]A|[L/M]C|[L]AE|[L]Z|[M]O|[L/M]M|[L/M]L|[L/M]N|[L/M]K|[L/M]D|[L/M]Q|[M]t19t25|[L]AC|[M]Z|[L]A|[M]AB|[L/M]AA|[L/M]AE|[L/M]Z|[L/M]AC|[L/M]AA|[L/M]AE|[L/M]Z|[L/M]AC|[L/M]AA|[M]AE|[L]U|[M]Z|[L]O|[M]AC|[L/M]AA|[M]t26t20|[L]AB|[M]U|[L/M]B|
299|;1;0,6875;0,407407407407407;0,6875;0,407407407407407;0,087992906570435;38;38;28;32;32;[L]S|[L/M]A|[L/M]C|[L/M]E|[L/M]I|[M]F|[L/M]D|[M]t3t16|[M]Q|[M]R|[L]D|[M]S|[L/M]Q|[L/M]R|[M]t17t2|[L/M]C|[L/M]E|[L/M]G|[L/M]F|[L/M]D|[L]U|[L]R|[M]t3t16|[L/M]Q|[L/M]R|[M]t17t2|[L/M]C|[L/M]O|[L/M]P|[L]F|[M]D|[L/M]Q|[L/M]V|[L/M]X|[L/M]W|[L]Q|[M]U|[L/M]B|
298|;1;0,526315789473684;0,238095238095238;0,526315789473684;0,238095238095238;0,06122899055481;27;26;17;19;19;[L/M]A|[L/M]C|[L]W|[M]O|[L/M]P|[L/M]D|[L]D|[M]t3t16|[L]O|[M]Q|[L]P|[L/M]R|[M]t17t2|[L/M]C|[M]O|[L]Q|[M]P|[L]B|[M]D|[L/M]Q|[L/M]V|[L/M]Y|[L]O|[M]W|[L/M]U|[M]B|
172|;1;0,333333333333333;0,126050420168067;0,333333333333333;0,126050420168067;0,183737993240356;67;67;37;45;45;[L/M]A|[M]C|[L]M|[M]O|[L]AA|[M]L|[L]Q|[M]M|[L]O|[M]N|[L]F|[M]K|[L]S|[M]D|[L]C|[M]t3t16|[L/M]Q|[M]R|[L]K|[M]S|[L]L|[M]Q|[L/M]R|[M]t17t2|[L/M]C|[M]E|[L]O|[M]I|[L]P|[M]F|[L/M]D|[L]Q|[M]t3t16|[L]AC|[M]Q|[L/M]R|[L]R|[M]t17t2|[L/M]C|[L/M]E|[L]I|[L/M]G|[L/M]F|[M]D|[M]t3t16|[M]Q|[M]R|[M]t17t2|[L/M]C|[L]Q|[M]O|[L]E|[M]P|[L/M]D|[L]D|[M]Q|[L]N|[M]t19t25|[L/M]Z|[L]R|[M]AC|[L]Q|[M]AA|[L]D|[M]t26t20|[L/M]U|[L/M]B|
70|;1;0,818181818181818;0,529411764705882;0,818181818181818;0,529411764705882;0,044878959655762;13;13;11;11;11;[L/M]A|[L]U|[M]C|[L/M]O|[L/M]P|[L/M]D|[L/M]Q|[L/M]V|[L/M]Y|[L/M]W|[L]C|[M]U|[L/M]B|
