Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
291|;1;0,285714285714286;0,090909090909091;0,285714285714286;0,090909090909091;0,07253098487854;25;24;14;14;14;[L]F|[M]A|[L]I|[L/M]C|[M]E|[L]L|[M]K|[L]H|[M]G|[L]D|[M]I|[L/M]J|[L/M]M|[L]E|[M]N|[L]A|[M]L|[L]N|[M]H|[L]K|[M]F|[L]G|[M]D|[L/M]B|
294|;1;0,714285714285714;0,384615384615385;0,714285714285714;0,384615384615385;0,0609290599823;21;18;14;14;14;[L/M]A|[L/M]C|[L]I|[L/M]E|[L]M|[L]B|[M]G|[L/M]K|[L/M]N|[M]I|[L/M]J|[L]G|[M]M|[L/M]H|[L/M]L|[L/M]F|[L/M]D|[M]B|
290|;1;0,714285714285714;0,384615384615385;0,714285714285714;0,384615384615385;0,060835838317871;22;18;14;14;14;[L]M|[M]A|[L/M]C|[L/M]E|[L/M]K|[L/M]N|[L/M]G|[L/M]J|[L]L|[M]M|[L/M]I|[L/M]H|[L]D|[M]L|[L/M]F|[L]A|[M]D|[L/M]B|
295|;1;0,642857142857143;0,310344827586207;0,642857142857143;0,310344827586207;0,063521146774292;22;19;14;14;14;[L/M]A|[L]I|[M]C|[L/M]E|[L]L|[L/M]K|[L/M]G|[M]I|[L/M]N|[L]D|[M]M|[L/M]J|[L/M]H|[L]C|[M]L|[L/M]F|[L]M|[M]D|[L/M]B|
297|;1;0,227272727272727;0,072463768115942;0,227272727272727;0,072463768115942;0,106578826904297;37;37;20;22;22;[L]B|[L/M]A|[L/M]C|[M]t2t14|[L/M]O|[M]S|[L]AB|[M]U|[L]Y|[M]V|[L]O|[M]W|[L]X|[M]T|[L]AA|[M]P|[L]Z|[M]X|[L]P|[M]Z|[L]S|[M]AA|[L]S|[M]AB|[L]R|[M]Y|[L]V|[M]O|[L]W|[M]S|[L]T|[M]R|[L/M]P|[L]U|[M]t15t3|[L/M]D|[M]B|
296|;1;0,642857142857143;0,310344827586207;0,642857142857143;0,310344827586207;0,063960790634155;24;19;14;14;14;[L]D|[L/M]A|[L/M]C|[M]E|[L/M]K|[L/M]N|[L/M]G|[L]L|[L/M]M|[L/M]I|[L]E|[M]L|[L/M]J|[L]B|[M]H|[L/M]F|[M]D|[L]H|[M]B|
299|;1;0,425531914893617;0,166666666666667;0,425531914893617;0,166666666666667;0,29495096206665;75;70;43;47;47;[L]AB|[M]A|[L/M]C|[L]T|[L]G|[M]t2t14|[L]S|[M]O|[L/M]S|[L/M]V|[L/M]U|[L]E|[L/M]W|[L]P|[L]AC|[M]T|[L]B|[M]P|[L]T|[M]X|[L/M]Z|[L/M]AA|[L]I|[L]H|[M]AB|[L/M]Y|[L/M]O|[L]K|[M]S|[L/M]W|[L/M]V|[L/M]U|[M]T|[L]AJ|[M]P|[L]O|[M]t15t3|[L/M]D|[M]AC|[L]L|[M]AJ|[L/M]AM|[L]AG|[L/M]AE|[M]AG|[L/M]AK|[L/M]AF|[M]t36t29|[M]t31t29|[M]AD|[M]C|[M]E|[M]K|[L]J|[M]G|[L]X|[M]I|[L]D|[M]J|[L/M]M|[L/M]N|[L]A|[M]L|[L]C|[M]H|[L]AD|[L/M]F|[M]D|[L]P|[M]B|
298|;1;0,325;0,111111111111111;0,325;0,111111111111111;0,197282075881958;67;65;38;40;40;[L/M]A|[L/M]C|[L]L|[M]E|[L/M]K|[M]G|[L/M]I|[L]D|[M]N|[L/M]M|[M]L|[L/M]J|[M]H|[L]E|[M]F|[L]J|[M]D|[L]G|[M]AC|[L]E|[M]AJ|[L]AF|[M]AE|[L/M]AH|[L/M]AM|[L]AJ|[M]AK|[L]M|[M]AO|[L]H|[M]AJ|[L/M]AN|[L]AE|[L]AC|[M]AK|[L]D|[M]AF|[L]AD|[M]t36t29|[L]F|[M]t31t29|[L]AO|[M]AD|[L]AK|[M]C|[L]F|[M]E|[L]AK|[M]K|[L]C|[M]G|[L/M]I|[L]G|[M]J|[L]L|[M]M|[L]K|[L/M]N|[M]L|[L/M]H|[L]AJ|[M]F|[L]N|[M]D|[L/M]B|
172|;1;0,1;0,03030303030303;0,1;0,03030303030303;0,05620002746582;17;17;8;10;10;[M]A|[M]C|[L]B|[M]t2t14|[L]D|[M]O|[L/M]S|[L]P|[M]R|[L]A|[M]P|[L]R|[M]t15t3|[L]C|[M]D|[L]O|[M]B|
70|;1;0,285714285714286;0,090909090909091;0,285714285714286;0,090909090909091;0,069305896759033;24;24;14;14;14;[L/M]A|[L]K|[M]C|[L]J|[M]E|[L]L|[M]K|[L/M]G|[L]C|[L/M]I|[L]H|[M]J|[L]B|[M]M|[L]E|[M]N|[L]F|[M]L|[L]M|[M]H|[L]N|[M]F|[L/M]D|[M]B|
