Case_id,Replayed,Model_Fitness_Initial,Model_Fitness _Final,Time,|Alignment| Initial,|Alignment| Final,|Trace|,|Parikh_Trace|,|Model's Move|,Alignment
291|,1,0.388888888888889,0.611111111111111,1.40899991989136,97,74,53,54,54,[L/M]A|[L]AQ|[L/M]C|[L]AY|[M]E|[L/M]AE|[L/M]G|[L/M]AP|[L]W|[L/M]I|[L]AC|[M]X|[L/M]AG|[L/M]AN|[L]P|[L]H|[L/M]O|[L/M]K|[M]T|[L/M]AA|[L/M]AR|[L]X|[L/M]AI|[L/M]AT|[M]AS|[L/M]Y|[L/M]AO|[L/M]R|[L/M]N|[L/M]S|[M]W|[L/M]AL|[L/M]M|[L/M]U|[L/M]Q|[M]AQ|[L]T|[M]BB|[L/M]AK|[M]BD|[L/M]AM|[M]BC|[L/M]AP|[L]AD|[M]AW|[L/M]AJ|[M]AY|[L]AS|[M]AZ|[L/M]L|[M]BA|[L]J|[M]AX|[L/M]AQ|[L/M]AH|[L]BB|[M]P|[L]BD|[M]AC|[L]BC|[M]J|[L]AW|[M]AD|[L]E|[M]t42t31|[L]BA|[M]H|[L]AZ|[M]AF|[L/M]F|[L]AF|[L/M]D|[L]AX|[L/M]B|
294|,1,0.476190476190476,0.588235294117647,2.68799996376038,106,94,73,51,51,[L/M]A|[L/M]C|[L]EC|[L]BH|[L]BT|[M]BF|[L/M]CB|[L]BX|[L]BV|[M]BH|[L/M]BJ|[L]CA|[L]CM|[L/M]CC|[L]CX|[M]BT|[L]CN|[M]BX|[L/M]BM|[L]CN|[M]BV|[L/M]BZ|[L/M]BK|[M]CA|[L/M]CD|[L]DA|[M]BW|[L/M]CG|[L]CT|[M]BY|[L/M]BI|[L/M]CE|[L]CV|[M]BU|[L]BY|[M]BG|[L/M]CI|[L]DY|[L/M]CK|[L/M]CM|[L]BW|[L]CQ|[L/M]CS|[L]DB|[L]DA|[L]EA|[M]CX|[L/M]CZ|[L]CN|[M]CO|[L/M]CN|[L]CY|[L]CW|[M]DA|[L/M]CV|[L/M]CR|[L]BG|[L/M]CM|[L/M]CO|[L/M]CU|[M]CN|[L/M]CR|[L/M]CM|[L]CO|[L]CL|[L]CJ|[L]DX|[L]DZ|[L]EB|[L]ED|[L]BF|[L]CI|[L]CK|[L]CS|[M]CQ|[L]CJ|[M]CN|[L/M]CW|[L/M]DB|[L]CU|[L]CP|[L]CX|[M]t91t89|[L]BU|[M]CT|[L]CZ|[L/M]CY|[M]CL|[L]CT|[M]CJ|[L]CL|[M]t87t3|[L/M]D|[L/M]B|
290|,1,0.440677966101695,0.636363636363636,1.5479998588562,76,59,43,44,44,[L/M]A|[L/M]C|[L/M]E|[L/M]AE|[L]AM|[L]B|[M]G|[L]AD|[M]I|[L/M]X|[L/M]AP|[L]AN|[L/M]O|[L]G|[L]Y|[M]AG|[L/M]AI|[L/M]Z|[L/M]K|[L/M]T|[L]AO|[L/M]R|[L/M]AR|[L/M]S|[L/M]AT|[M]AM|[L/M]Q|[L]AQ|[M]AN|[L/M]AK|[L/M]N|[L]AG|[L/M]AL|[L]AC|[L/M]V|[L]I|[M]Y|[L/M]AJ|[L/M]M|[L]D|[M]AO|[L/M]AS|[M]AQ|[L/M]U|[M]P|[L/M]L|[L]H|[M]AC|[L/M]AH|[L/M]J|[M]AD|[M]t42t31|[M]H|[L/M]AF|[M]F|[L]P|[M]D|[L]F|[M]B|
295|,1,0.520833333333333,0.68421052631579,1.06699991226196,60,49,37,38,38,[L]BZ|[M]A|[L/M]C|[L/M]BF|[L]BV|[L/M]BH|[L]BX|[L/M]BJ|[L]BI|[L/M]CB|[L]BW|[M]BT|[L]CA|[M]BX|[L]A|[M]CA|[L/M]CC|[L]BU|[M]BV|[L]DP|[M]BZ|[L/M]CD|[M]BW|[L/M]BY|[L/M]BM|[L]DM|[L/M]BK|[L]BT|[M]BU|[L/M]CH|[L/M]CE|[M]BI|[L/M]BG|[L/M]CI|[L/M]DK|[L/M]DV|[M]DM|[L/M]DR|[M]DP|[L/M]DW|[L/M]DU|[L/M]DT|[L/M]DN|[L/M]DS|[L/M]DL|[L/M]CJ|[M]t87t3|[L/M]D|[L/M]B|
297|,1,0.34375,0.423076923076923,2.23699998855591,93,81,51,52,52,[L]F|[M]A|[L]U|[M]C|[L]AJ|[M]E|[L/M]G|[L/M]I|[L/M]AE|[M]AP|[M]AR|[L/M]X|[L/M]T|[L]AP|[M]AG|[L]R|[M]AI|[L]AG|[M]AT|[L/M]AB|[L]AR|[M]O|[L/M]K|[L]AR|[M]AK|[L/M]S|[M]AL|[L/M]AM|[L/M]Q|[L/M]AN|[L]AQ|[M]AS|[L/M]V|[L]BB|[L]P|[M]R|[L/M]M|[L]AT|[L/M]N|[L]E|[M]AJ|[L/M]AO|[L/M]L|[M]AQ|[L/M]Y|[M]BB|[L]AL|[M]BE|[L]AD|[M]BC|[L]AK|[M]AP|[L]AS|[M]AR|[L]J|[M]AV|[L]H|[M]AS|[L/M]AQ|[L/M]AH|[L]A|[L]BC|[M]P|[L]AP|[M]AC|[L]O|[M]U|[L]AV|[M]J|[L]AI|[M]AD|[L]AS|[M]t42t31|[L]BE|[M]H|[L/M]AF|[L]AC|[L]C|[M]F|[L/M]D|[L/M]B|
296|,1,0.604651162790698,0.787878787878788,1.3529999256134,100,90,83,37,33,[L/M]A|[L]EK|[L/M]C|[L]CT|[M]BF|[L]CN|[M]CB|[L/M]BH|[L/M]BT|[L]CW|[L]CV|[L]CL|[M]BO|[L/M]BX|[L/M]CC|[L/M]CA|[L/M]BV|[L]DY|[M]BQ|[L/M]BW|[L/M]BR|[L]CY|[M]BS|[L/M]BZ|[L/M]BP|[L/M]CD|[L/M]CG|[L/M]BY|[L/M]BI|[L]CI|[L/M]BU|[L/M]CE|[L/M]BG|[L]CP|[L]CI|[L]CK|[L]CS|[L]CM|[L]CN|[L]DA|[L]CU|[L]CR|[L]CW|[L]DB|[L]CZ|[L]CX|[L]CY|[L]CT|[L]CL|[L]DY|[L]DX|[L]EL|[L]EM|[L]CJ|[L]BS|[L]CK|[L]CM|[L]CO|[L]CX|[L]DB|[L]CS|[L]DA|[L]CU|[L]CN|[L]D|[L]BQ|[L]ED|[L]CM|[L]CV|[L]CP|[L]BF|[L]CB|[L]EJ|[L]DX|[L]DZ|[L]BO|[L]EB|[L]EC|[L]EA|[L]CZ|[L]CJ|[L/M]CI|[L/M]DC|[L/M]DI|[L/M]DJ|[L/M]DD|[L/M]CJ|[M]t87t3|[M]D|[L/M]B|
299|,1,0.583333333333333,0.777777777777778,1.56300020217896,92,77,67,45,45,[L/M]A|[L/M]C|[L/M]BF|[L]CS|[L/M]CB|[L/M]BH|[L/M]BT|[L/M]CC|[L/M]BV|[L]CI|[M]BO|[L/M]BX|[L]CY|[L]CN|[L/M]CA|[L/M]BQ|[L/M]BS|[L]D|[M]CD|[L/M]BW|[L/M]BZ|[L/M]BR|[L/M]BY|[L]CV|[L/M]BP|[M]CF|[L/M]CE|[L/M]BU|[L]DZ|[L/M]BI|[L/M]BG|[L]BO|[M]CI|[L/M]CK|[L/M]CX|[L/M]CM|[L/M]DA|[L]DY|[M]CS|[L/M]CP|[L]CU|[L/M]CW|[L/M]CU|[L]CD|[L/M]CN|[L/M]CV|[L]CO|[L/M]CT|[L]CL|[L]DX|[L]CY|[L]EB|[L]ED|[L]EC|[L]EA|[L]CZ|[L]CI|[L]CK|[L]CM|[L]CS|[L]CX|[L]DA|[L]CF|[L/M]CZ|[L/M]DB|[L]DB|[M]t91t89|[L]CW|[M]CY|[L]CT|[M]CL|[L/M]CJ|[L]CL|[M]t87t3|[L]CJ|[M]D|[L/M]B|
298|,1,0.513888888888889,0.891304347826087,1.382000207901,80,50,45,46,46,[L/M]A|[L/M]C|[L/M]E|[L/M]AE|[L/M]G|[M]AP|[L/M]AW|[L/M]X|[L]AP|[L/M]I|[L]AL|[M]AG|[L/M]AA|[L/M]Y|[L/M]O|[L/M]AN|[L/M]AI|[L/M]T|[L/M]AO|[L/M]S|[L]AG|[M]AL|[L/M]Q|[L/M]R|[L/M]AY|[L/M]K|[L/M]AM|[L/M]W|[L]AH|[L/M]P|[L/M]AK|[L/M]N|[L/M]BA|[L/M]U|[L/M]M|[L/M]AC|[L/M]AZ|[L/M]AD|[L/M]AJ|[L/M]L|[L/M]AX|[M]AH|[L/M]AQ|[L/M]J|[M]t42t31|[L/M]AF|[L/M]H|[L/M]F|[L/M]D|[L/M]B|
172|,1,0.433333333333333,0.681818181818182,1.44799995422363,77,57,43,44,44,[L]AV|[M]A|[L]R|[M]C|[L/M]E|[L/M]G|[M]I|[L/M]AE|[L/M]AP|[L/M]X|[L]AQ|[M]AR|[L/M]AB|[L/M]AG|[M]AI|[L/M]O|[L/M]T|[L/M]K|[L]C|[M]AV|[L/M]Q|[L]AR|[M]AK|[L/M]M|[L/M]W|[L]A|[L/M]S|[L]I|[L/M]N|[L/M]AN|[L]AI|[M]R|[L/M]U|[L/M]AO|[L/M]P|[L]AC|[L]F|[M]Y|[L]AF|[M]AC|[L/M]AS|[L/M]AM|[M]AQ|[L/M]L|[L/M]AL|[L/M]AD|[L/M]J|[L/M]AJ|[L/M]H|[M]t42t31|[L/M]AH|[L]Y|[M]AF|[L]AK|[M]F|[L/M]D|[L/M]B|
70|,1,0.492753623188406,0.804347826086956,1.37800002098084,80,54,45,46,46,[L]F|[M]A|[L/M]C|[L/M]E|[L/M]AE|[L/M]G|[L/M]X|[L/M]AG|[L/M]AP|[L/M]I|[L/M]Z|[L]V|[L/M]AN|[L/M]Y|[L]AD|[L/M]AW|[L]L|[M]AI|[L/M]AO|[L/M]T|[L/M]O|[L/M]AL|[L/M]AM|[L/M]K|[L/M]Q|[L/M]AC|[L/M]AY|[L/M]R|[L/M]BA|[L/M]S|[L]U|[M]V|[L/M]P|[L/M]AK|[L/M]AZ|[L/M]M|[L/M]N|[L/M]AJ|[M]L|[L/M]AX|[L]AI|[M]U|[L/M]AH|[L/M]AQ|[L]AF|[M]AD|[L/M]J|[M]t42t31|[L/M]H|[M]AF|[L]A|[M]F|[L/M]D|[L/M]B|
