Case_id;Replayed;Model_Fitness_Initial;Alignment_Fitness_Initial;Model_Fitness_Final;Alignment_Fitness_Final;Time;|Alignment| Initial;|Alignment| Final;|Trace|;|Parikh_Trace|;|Model's Move|;Alignment
291|;1;0,529411764705882;0,230769230769231;0,529411764705882;0,230769230769231;0,06430721282959;29;24;16;17;17;[L]F|[M]A|[L]D|[M]C|[L/M]E|[L/M]Q|[L/M]G|[L/M]R|[L/M]K|[M]J|[L/M]L|[L/M]I|[L]B|[L/M]N|[M]t17t5|[L/M]M|[L]C|[M]H|[L]J|[M]F|[L]H|[M]D|[L]A|[M]B|
294|;1;0,6;0,290322580645161;0,6;0,290322580645161;0,061965942382813;23;20;14;15;15;[L]AE|[L/M]A|[L/M]C|[L]W|[M]T|[L/M]V|[L/M]Z|[L/M]Y|[L/M]AD|[L/M]AB|[M]AE|[L]D|[M]t30t20|[L/M]AA|[L]B|[M]W|[L/M]U|[M]D|[L]T|[M]B|
290|;1;0,517241379310345;0,217391304347826;0,517241379310345;0,217391304347826;0,113702058792114;48;42;28;29;29;[L/M]A|[L/M]C|[M]E|[L/M]Q|[L/M]R|[M]L|[L/M]G|[L]Q|[M]J|[L/M]K|[L]B|[M]S|[L/M]O|[M]Q|[L/M]R|[L/M]I|[L/M]H|[L]R|[M]S|[L/M]M|[L/M]Q|[L]S|[L/M]R|[L/M]S|[L]E|[L]S|[M]Q|[L]D|[M]R|[L]L|[M]S|[L]J|[L/M]Q|[M]R|[L]Q|[M]t17t5|[L]R|[M]F|[L]S|[M]D|[L]F|[M]B|
295|;1;0,733333333333333;0,44;0,733333333333333;0,44;0,057708978652954;21;18;14;15;15;[L/M]A|[L/M]C|[L/M]T|[L]U|[L/M]Z|[M]V|[L/M]Y|[L]V|[M]AD|[L/M]AB|[L/M]AE|[L/M]W|[M]t30t20|[L/M]AA|[L]AD|[M]U|[L/M]D|[L/M]B|
297|;1;0,647058823529412;0,333333333333333;0,705882352941176;0,4;0,064426898956299;26;21;16;17;17;[L/M]A|[L/M]C|[L]D|[M]E|[L/M]G|[L/M]L|[L/M]K|[L/M]Q|[L/M]I|[L/M]J|[L/M]O|[L]F|[L/M]R|[M]t17t5|[L/M]H|[L/M]M|[M]F|[L]B|[M]D|[L]E|[M]B|
296|;1;0,733333333333333;0,44;0,733333333333333;0,44;0,121265172958374;25;18;14;15;15;[L/M]A|[M]C|[L/M]T|[L/M]AD|[L]C|[L]U|[L/M]Z|[L/M]V|[L/M]X|[L/M]AE|[M]t30t20|[L/M]AC|[L/M]W|[L/M]AA|[L]B|[M]U|[L/M]D|[M]B|
299|;1;0,478260869565217;0,192982456140351;0,521739130434783;0,222222222222222;0,091100215911865;39;33;22;23;23;[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]S|[L]S|[L/M]Q|[L/M]J|[M]R|[L]F|[M]S|[L/M]Q|[L/M]L|[M]R|[L]H|[M]S|[L/M]I|[L]M|[L/M]Q|[M]K|[L/M]R|[M]P|[L]R|[M]t17t5|[L]D|[M]M|[L]R|[M]H|[L]P|[M]F|[L]K|[M]D|[L/M]B|
298|;1;0,388888888888889;0,142857142857143;0,388888888888889;0,142857142857143;0,067615032196045;30;28;17;18;18;[L]V|[M]A|[L]W|[M]C|[L/M]T|[L]A|[L]D|[M]Z|[L]AE|[M]V|[L/M]AD|[L/M]AB|[L/M]AE|[M]AF|[M]AD|[L/M]X|[L]Z|[M]AE|[L]C|[M]t30t20|[L/M]AA|[L]AD|[M]W|[L]B|[L/M]U|[M]D|[L]AF|[M]B|
172|;1;0,7;0,388888888888889;0,7;0,388888888888889;0,074132919311524;33;25;19;20;20;[L/M]A|[L/M]C|[L/M]E|[L/M]G|[L]D|[M]Q|[L/M]R|[L/M]K|[L/M]J|[L/M]L|[M]S|[L]M|[M]Q|[L/M]R|[L/M]I|[L]S|[L/M]H|[M]t17t5|[L/M]N|[L]Q|[M]M|[L]Q|[L/M]F|[M]D|[L/M]B|
70|;1;0,565217391304348;0,254901960784314;0,608695652173913;0,291666666666667;0,082306861877442;41;31;22;23;23;[L]Q|[M]A|[L/M]C|[L/M]E|[L]F|[M]Q|[L/M]G|[L/M]L|[M]I|[L/M]K|[L]D|[L/M]R|[M]S|[L/M]J|[M]Q|[L/M]O|[M]R|[L/M]S|[L/M]M|[L/M]Q|[L/M]H|[L]R|[L/M]R|[L]Q|[M]t17t5|[L]S|[M]F|[L]A|[M]D|[L/M]B|[L]I|
171|;1;0,521739130434783;0,222222222222222;0,608695652173913;0,291666666666667;0,083657026290894;38;31;22;23;23;[L/M]A|[L/M]C|[L]R|[L/M]E|[L/M]Q|[L/M]L|[L]S|[L/M]R|[L/M]G|[M]S|[L/M]K|[M]Q|[L/M]J|[M]R|[L]M|[M]S|[L/M]I|[L/M]O|[L/M]H|[L/M]Q|[L]S|[M]R|[L]F|[M]t17t5|[L]B|[M]M|[L]Q|[M]F|[L/M]D|[L]R|[M]B|
71|;1;0,571428571428571;0,260869565217391;0,571428571428571;0,260869565217391;0,075804948806763;31;29;20;21;21;[L/M]A|[L/M]C|[L/M]T|[L/M]Z|[M]V|[L/M]AD|[L]AF|[M]Y|[L/M]AC|[L/M]AE|[L]V|[M]AF|[L/M]AA|[M]AD|[L/M]W|[L]AF|[M]AE|[L]B|[M]AF|[L/M]AD|[L/M]AE|[L]Y|[M]t30t20|[L]AD|[M]U|[L/M]D|[L]AE|[L]U|[M]B|
