Result of replaying M10
1,instance_412,[L/M]A|[L/M]C|[L/M]BF|[L/M]BH|[L/M]CB|[L/M]BO|[L/M]BR|[L/M]CC|[L/M]BQ|[M-REAL]BT|[L/M]BX|[L/M]BV|[L/M]CA|[L/M]BW|[L]B|[L]BG|[L]CD|[L/M]BZ|[L/M]CF|[L/M]CE|[L/M]BY|[L]BI|[L/M]BU|[L]BT|[M-REAL]BG|[L/M]CI|[L/M]DK|[L/M]DM|[L/M]DV|[L/M]DR|[L/M]DW|[L/M]DO|[L/M]DN|[L/M]DU|[L/M]DT|[L/M]DS|[L/M]DL|[L/M]CJ|[M-INVI]t87t3|[L/M]D|[L/M]BS|[L/M]BP|[M-REAL]B|[M-REAL]BI
2,instance_421,[L/M]A|[M-REAL]C|[L]T|[L/M]E|[L/M]G|[L/M]AE|[L/M]X|[L]M|[L/M]I|[L/M]O|[L/M]AG|[M-REAL]T|[L/M]AD|[L]B|[L/M]K|[L/M]AP|[L/M]AN|[L/M]W|[L/M]AA|[L/M]AI|[M-REAL]M|[L/M]N|[L/M]S|[L]C|[L/M]AO|[L/M]Q|[L]Y|[L]AC|[L/M]AT|[M-REAL]R|[L/M]AM|[L/M]L|[L/M]P|[L/M]U|[L/M]AL|[L/M]AS|[L/M]AK|[L/M]AJ|[L/M]J|[L/M]AQ|[M-INVI]t42t31|[L/M]AH|[L/M]H|[L/M]AF|[L]R|[L/M]F|[L/M]D|[L/M]AR|[M-REAL]B
3,instance_403,[M-REAL]A|[M-REAL]C|[L]K|[M-REAL]AN|[L]AO|[L/M]E|[L/M]G|[L/M]AE|[L/M]X|[L/M]I|[L/M]AP|[M-REAL]K|[L/M]M|[L/M]AG|[L/M]AA|[L]A|[L/M]AD|[L]Y|[L/M]O|[L]AN|[M-REAL]AO|[L/M]T|[L/M]AR|[L/M]W|[L]AC|[L]AJ|[L/M]Q|[L/M]N|[L/M]S|[L/M]AV|[L/M]U|[L/M]AI|[L/M]AK|[L/M]AM|[L]C|[L/M]AL|[M-REAL]AJ|[L/M]R|[L/M]L|[L/M]AS|[L/M]P|[L/M]J|[L/M]AH|[L]D|[L/M]AQ|[M-INVI]t42t31|[L/M]AF|[L/M]H|[L/M]F|[M-REAL]D|[L/M]B
4,instance_250,[L/M]A|[L/M]C|[L/M]BF|[L/M]BT|[L/M]BH|[L/M]BX|[L/M]BV|[L/M]CB|[L/M]BO|[L/M]CG|[L]CO|[L]BW|[L/M]CC|[L/M]BZ|[L/M]BS|[M-REAL]BQ|[L/M]BR|[L/M]BP|[L]CU|[L]D|[L]CD|[L/M]CA|[L/M]BI|[L]CK|[L/M]CE|[L]BG|[L]DX|[L]CI|[L]CK|[L]CM|[L]CX|[L]CQ|[L]CS|[L]CI|[L]BY|[L]DA|[L]DB|[L]CN|[L]CW|[L]CZ|[L]CV|[L]CT|[L]CY|[L]CL|[L]CN|[L]CL|[L]EJ|[L]CR|[L]EL|[L]EM|[L/M]EK|[L/M]DY|[L]BU|[L]CX|[L]CN|[L]DB|[L]DA|[L]CQ|[L]CS|[L]CZ|[L]CP|[L]CR|[L]CW|[L]BQ|[L]CN|[L]CY|[L]CV|[L]CM|[L]CT|[L]CN|[L]CR|[L]CJ|[L]CM|[L]CU|[L]CN|[L]CM|[L]CO|[L]CR|[L]CM|[L]CQ|[L]CJ|[L]CM|[L]B
5,instance_205,[L/M]A|[M-REAL]AE|[M-REAL]AP|[M-REAL]AQ|[L]M|[L]E|[L/M]BC|[L]AF|[L/M]G|[L]AH|[M-REAL]I|[L/M]O|[L/M]AG|[L/M]AR|[M-REAL]AP|[M-REAL]X|[L/M]AB|[L/M]AW|[L/M]K|[L/M]AI|[L/M]S|[L/M]AK|[L/M]Y|[L/M]AN|[L/M]Q|[L/M]AL|[L/M]AY|[L/M]AC|[L/M]AM|[L]I|[L/M]AO|[L/M]T|[L/M]R|[L/M]N|[L]B|[L/M]AZ|[L/M]V|[L/M]C|[L/M]AJ|[L/M]L|[L/M]BA|[L/M]P|[L/M]AD|[L/M]U|[L/M]BB|[L]AX|[M-REAL]AH|[L/M]J|[L/M]AQ|[L]AX|[M-REAL]AW|[M-REAL]E|[M-REAL]BD|[L/M]BB|[L/M]H|[L/M]BD|[L/M]AY|[L/M]BC|[L/M]AP|[L/M]AW|[L/M]BA|[L/M]AZ|[L/M]AQ|[M-REAL]BB|[M-REAL]AY|[M-REAL]BC|[M-REAL]M|[L]X|[L/M]BE|[L/M]AP|[M-REAL]AW|[M-REAL]BC|[L/M]AP|[L/M]AT|[L/M]AS|[L/M]AQ|[L]AE|[M-INVI]t42t31|[M-REAL]AF|[L/M]F|[L/M]D|[M-REAL]B|[M-REAL]AW
6,instance_430,[L]CQ|[L]CL|[L]CU|[L/M]BH|[L]CX|[L]CB|[L]BX|[L/M]BJ|[L]BV|[M-REAL]EA|[L/M]DY|[L]CC|[L]DA|[L]CS|[L]BZ|[L]CD|[M-REAL]BL|[L/M]BK|[L/M]BI|[L]BL|[L]BY|[L]BU|[L/M]CF|[L/M]DX|[L/M]CE|[L]BG|[L]CI|[L]CK|[L]DB|[L]BT|[L]CM|[L]DB|[L]CS|[L]CZ|[L]CQ|[L]CQ|[L]CA|[L]CW|[L]CV|[L]BF|[L]CI|[L]CN|[L]CN|[L]CN|[L]CT|[L]CR|[L]CM|[L]A|[L]CN|[L]CR|[L]CM|[L]CP|[L]CP|[L]D|[L]CN|[L]CL|[L]CJ|[L/M]EE|[L/M]EH|[L/M]EF|[L]BW|[L]CK|[L]CY|[L]CM|[L]CX|[L]CU|[L]CW|[L]CN|[L]DA|[L]CV|[L]CZ|[L]CR|[L]CM|[L]CY|[L]CT|[L]CP|[L]CM|[L]CR|[L]CR|[L]CM|[L]CO|[L]CN|[L]C|[L]CJ|[L]B|[M-REAL]DY
7,instance_232,[L/M]A|[M-REAL]C|[L]BT|[L/M]BF|[M-REAL]BT|[L]BM|[L/M]BH|[L]C|[L/M]BX|[L/M]CB|[L/M]CC|[L/M]CA|[L]DT|[L]BU|[L/M]BJ|[M-REAL]BL|[L/M]CD|[M-REAL]BV|[L/M]BZ|[L/M]BW|[L/M]BY|[M-REAL]BU|[L/M]CH|[L/M]BK|[M-REAL]BI|[L]CJ|[L/M]CE|[L/M]BG|[L/M]CI|[L/M]DK|[M-REAL]DM|[L/M]DV|[M-REAL]DO|[L]BI|[L/M]DW|[L/M]DR|[L/M]DU|[L/M]DN|[M-REAL]DT|[L]BV|[L/M]DS|[L/M]DL|[M-REAL]CJ|[M-INVI]t87t3|[L]DM|[L]DP|[L/M]D|[L/M]B
8,instance_214,[L/M]A|[L/M]C|[L/M]BF|[L/M]BH|[L/M]BT|[L]EB|[L]DA|[L/M]CB|[L/M]BX|[M-REAL]CA|[L/M]BV|[L/M]CC|[L/M]BJ|[M-REAL]BL|[L]DB|[L]DI|[L/M]BW|[L/M]BZ|[L/M]BK|[L/M]CD|[L/M]BY|[M-REAL]CF|[M-REAL]CE|[L/M]BI|[L]CZ|[L/M]BU|[L]DX|[L/M]BG|[L/M]CI|[M-REAL]CK|[L/M]CM|[M-REAL]CX|[M-REAL]CZ|[M-REAL]DA|[M-REAL]DB|[L]DZ|[L/M]CP|[L]BL|[L/M]CS|[L/M]CU|[L/M]CN|[M-INVI]t91t89|[L]DY|[L]CJ|[L]CH|[L/M]CV|[L/M]CW|[L/M]CY|[L/M]CT|[M-REAL]CL|[M-REAL]CJ|[M-REAL]DX|[M-REAL]DZ|[M-REAL]EB|[L]EA|[L]CK|[L]CE|[L]CX|[L/M]EC|[L/M]ED|[M-REAL]EA|[M-REAL]DY|[L]CL|[L/M]CI|[L/M]DC|[M-REAL]DI|[L]CA|[L/M]DJ|[L/M]DD|[L/M]CJ|[M-INVI]t87t3|[L/M]D|[L/M]B
9,instance_241,[L/M]A|[L/M]C|[L]CU|[L/M]BF|[L/M]CB|[L/M]BH|[L/M]BT|[L/M]BO|[L/M]BV|[M-REAL]BX|[M-REAL]BW|[L/M]CA|[L/M]CC|[L]CJ|[L/M]BQ|[L]DY|[L]CL|[L/M]CD|[L/M]BS|[L/M]BZ|[L/M]BR|[L]CX|[L/M]BY|[L/M]BU|[L/M]BP|[L/M]CG|[L/M]BI|[M-REAL]CE|[M-REAL]BG|[L]CM|[L]DB|[L]CU|[L/M]CI|[L/M]CK|[M-REAL]CM|[M-REAL]CX|[L]CE|[L/M]CO|[L/M]CS|[L/M]CZ|[L/M]DB|[M-REAL]CU|[L/M]DA|[L/M]CW|[L/M]CN|[M-INVI]t91t89|[L/M]CY|[L/M]CV|[L/M]CT|[L/M]CL|[L/M]CJ|[L/M]DX|[L/M]EJ|[L/M]EL|[L/M]EM|[L/M]EK|[M-REAL]DY|[M-REAL]CI|[L]BW|[L]BX|[L/M]CK|[L/M]CM|[L/M]CS|[M-REAL]CU|[L/M]CP|[L]DA|[L/M]CX|[M-REAL]DB|[L/M]CW|[M-REAL]DA|[L/M]CN|[M-INVI]t91t89|[L/M]CZ|[L]BG|[L/M]CY|[L/M]CV|[L/M]CT|[M-REAL]CL|[M-REAL]CJ|[M-INVI]t87t3|[L]CI|[L/M]D|[L/M]B
10,instance_223,[L/M]A|[L/M]C|[L/M]BF|[M-REAL]CB|[L]CZ|[L/M]BT|[L/M]BH|[L/M]BX|[M-REAL]CA|[L/M]BV|[L/M]BJ|[L/M]CC|[L]DZ|[L/M]BM|[L/M]BZ|[L/M]BW|[L/M]BK|[M-REAL]BI|[L/M]CD|[L]CM|[L]EC|[L/M]BY|[L/M]CG|[M-REAL]CE|[L/M]BU|[L/M]BG|[L/M]CI|[L/M]CK|[L/M]CM|[L/M]CX|[L/M]CS|[L/M]DB|[L/M]DA|[M-REAL]CO|[L/M]CN|[M-REAL]CR|[M-REAL]CV|[L/M]CZ|[L/M]CU|[L/M]CW|[L/M]CT|[L]DZ|[L]CV|[L]CN|[L/M]CY|[L]DX|[L/M]CM|[L/M]CQ|[L/M]CN|[L/M]CR|[M-REAL]CM|[L]CE|[L]CS|[L/M]CQ|[M-REAL]CN|[L]DF|[L/M]CR|[L]ED|[L/M]CM|[L]D|[L/M]CO|[M-REAL]CN|[L]CQ|[L/M]CR|[L/M]CM|[L/M]CQ|[L/M]CN|[M-INVI]t91t89|[M-REAL]CL|[L]CW|[L/M]CJ|[L/M]DX|[M-REAL]DZ|[L/M]ED|[L/M]EB|[L/M]EC|[L/M]EA|[L/M]DY|[L/M]CI|[L/M]CK|[M-REAL]CM|[M-REAL]CS|[L/M]CO|[M-REAL]CW|[L/M]CX|[L/M]DA|[L/M]DB|[M-REAL]CZ|[L/M]CY|[L]CB|[L/M]CN|[M-INVI]t91t89|[L/M]CV|[L]CL|[L/M]CU|[L/M]CT|[L/M]CL|[L/M]CJ|[M-REAL]DX|[M-REAL]DZ|[M-REAL]EC|[M-REAL]ED|[L]CR|[L]CA|[L]CM|[L/M]EB|[L]BI|[L/M]EA|[L/M]DY|[L/M]CI|[L/M]DC|[L/M]DE|[L/M]DG|[M-REAL]DF|[L]CN|[L/M]DD|[L/M]CJ|[M-INVI]t87t3|[M-REAL]D|[L/M]B
