Result of replaying ML4.tpn on Process 7 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
1,"instance_295",1,Yes,"179,034.00","75.00","6,310.00","89.00","77,660.00","0.65","0.31","108.00","0.34","89.00","80,703.00",[M-REAL]A|[M-REAL]C|[L/M]P|[L]G|[L]C|[L/M]R|[M-REAL]S|[M-REAL]Q|[L/M]AA|[L/M]AC|[L]Q|[L/M]E|[M-REAL]N|[L/M]O|[L]I|[L]Q|[L]H|[L]R|[L]T|[L]R|[L]H|[L]X|[L]S|[L/M]G|[L/M]AD|[L]AD|[L/M]H|[M-REAL]I|[L]W|[L]Q|[L/M]G|[M-REAL]AE|[L/M]AB|[L/M]H|[L/M]P|[L]AE|[L]F|[L/M]R|[L]AC|[L/M]S|[L]AE|[L/M]Q|[L]AE|[L]AB|[L/M]AA|[M-REAL]AE|[L/M]AD|[L]P|[L/M]J|[L]Z|[L]T|[L]G|[L]I|[L/M]I|[L/M]AC|[L]H|[L/M]AB|[L/M]M|[M-REAL]P|[M-REAL]T|[L]AD|[L]AB|[L]AD|[L]AC|[L]Q|[L/M]G|[L]D|[L]A|[L]S|[L]G|[L]G|[L/M]R|[L/M]H|[M-REAL]I|[L]AB|[L/M]G|[L/M]Q|[M-REAL]t16t3|[L]G|[L]P|[L]B|[L]I|[L]P|[L]Y|[L/M]H|[M-REAL]t7t5|[L]AE|[L]AE|[L]H|[L]H|[L]AA|[L]I|[L]I|[L]R|[L]AA|[L]I|[L]P|[L]AC|[L]N|[L]I|[L]AA|[L/M]K|[M-REAL]F|[M-REAL]D|[M-REAL]B
2,"instance_456",1,Yes,"155,450.00","70.00","5,894.00","80.00","72,111.00","0.62","0.29","99.00","0.31","80.00","77,068.00",[M-REAL]A|[M-REAL]C|[L]X|[L]AC|[L/M]P|[M-REAL]T|[M-REAL]R|[M-REAL]Q|[L]AC|[L]P|[L]I|[L/M]AA|[L/M]AE|[M-REAL]E|[L/M]G|[L]S|[L]R|[L/M]AC|[L/M]H|[M-REAL]t7t5|[L]AE|[L]D|[L/M]AD|[L]Q|[L]AC|[L/M]AB|[L]H|[L]AE|[L]AB|[L/M]P|[M-REAL]J|[L]AE|[L/M]L|[L]S|[L]R|[L/M]K|[L]E|[L/M]R|[L]AA|[L]Q|[L/M]S|[L]AC|[L/M]Q|[M-REAL]AA|[M-REAL]AC|[L]AB|[L]Y|[L]A|[L]F|[L/M]N|[L]W|[L]G|[L]AB|[L]AD|[L]Q|[L]Z|[L]B|[L/M]AE|[L]R|[L]P|[L/M]AD|[L]S|[L]R|[L]AA|[L/M]AB|[L]P|[L]AB|[L]J|[L]AA|[L/M]P|[L]T|[L]Q|[L]Q|[L]AC|[L]AA|[L]C|[L/M]R|[L/M]Z|[L]AD|[L]Q|[L]AA|[L/M]Y|[L]AE|[L]AD|[L/M]X|[L/M]W|[L]AD|[L]P|[L/M]O|[M-REAL]F|[M-REAL]Q|[M-REAL]t16t3|[M-REAL]D|[M-REAL]B|[L]R
3,"instance_152",1,Yes,"178,143.00","60.00","5,466.00","80.00","69,659.00","0.72","0.39","99.00","0.41","80.00","76,064.00",[L/M]A|[M-REAL]C|[M-REAL]E|[L]K|[L]H|[L/M]G|[L]I|[L]AC|[L/M]P|[L]AD|[L/M]J|[L]P|[L]I|[L]Q|[L]AB|[L/M]H|[M-REAL]N|[L]F|[L/M]O|[L/M]I|[L]G|[L/M]G|[L]W|[L]AD|[L/M]T|[L/M]R|[M-REAL]Q|[M-REAL]AA|[L]G|[L]AE|[L]Y|[L]G|[L]X|[L]E|[L]P|[L/M]AE|[L]R|[L/M]H|[L/M]I|[L/M]AD|[L/M]G|[M-REAL]AC|[L]Y|[L/M]AB|[L]H|[L/M]H|[M-REAL]P|[M-REAL]I|[L]W|[L/M]G|[L/M]R|[L]AA|[L/M]H|[L/M]I|[L/M]Z|[L]AC|[L]H|[L/M]X|[L/M]G|[L]I|[L]I|[L]Q|[L]P|[L]X|[L]C|[L/M]Y|[L/M]H|[M-REAL]I|[L/M]G|[L/M]M|[M-REAL]K|[L/M]W|[L/M]Q|[M-REAL]t16t3|[L]Q|[L]Z|[L]I|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[L]AB|[L]Z|[L]N|[L]AE|[L]AA|[L]H|[L]AC|[L/M]D|[L]AA|[L]I|[L]R|[L/M]B|[L]G
4,"instance_239",1,Yes,"149,507.00","65.00","5,155.00","74.00","66,776.00","0.62","0.30","93.00","0.31","74.00","71,157.00",[M-REAL]A|[M-REAL]C|[L]AC|[L/M]P|[L]AA|[L]AB|[L/M]E|[L/M]R|[L]P|[L]B|[L]S|[L/M]Y|[L]AB|[L]AB|[L]AD|[L/M]Z|[M-REAL]X|[L/M]W|[L]AA|[L]H|[L/M]Q|[L]S|[L/M]G|[L]G|[L]P|[L/M]H|[L]P|[L]T|[L]AD|[L]R|[L/M]I|[M-REAL]J|[M-REAL]L|[L]P|[L/M]K|[L]AE|[L]AD|[L/M]AA|[L]P|[L/M]G|[M-REAL]H|[L]L|[L]AC|[L]AA|[L]Q|[L/M]I|[L]R|[L]AE|[L]I|[L]AE|[L]D|[L/M]AD|[L]AA|[L]R|[L]Q|[L/M]AE|[L]AC|[L/M]AC|[L]H|[L]AE|[L]Q|[L]R|[L]F|[L]T|[L/M]AB|[M-REAL]P|[L]X|[L]Q|[L]AD|[L/M]R|[M-REAL]S|[L/M]G|[L/M]Q|[M-REAL]t16t3|[L]A|[L]O|[L]C|[L/M]N|[L]T|[L/M]H|[M-REAL]O|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B|[L]J|[L]AB|[L]AC
5,"instance_55",1,Yes,"129,873.00","63.00","4,636.00","74.00","58,285.00","0.65","0.32","93.00","0.32","74.00","63,128.00",[M-REAL]A|[M-REAL]C|[L]AA|[L]Q|[L]Z|[L]Q|[L]Z|[L/M]P|[L]AD|[L/M]T|[L]P|[L]P|[L]Z|[L]AD|[L]G|[L/M]R|[L/M]E|[L]P|[L/M]Q|[M-REAL]AA|[L]I|[L/M]AE|[L]Q|[L]F|[L/M]AC|[L]W|[L]AE|[L/M]AD|[L]Q|[L/M]AB|[M-REAL]N|[L]X|[L]X|[L/M]O|[L]AD|[L]R|[L]AC|[L/M]P|[L/M]J|[M-REAL]R|[L]W|[L]AA|[L/M]S|[M-REAL]Q|[L]AB|[L]P|[L]Y|[L]AB|[L]Y|[L]X|[L]AA|[L]AE|[L/M]AA|[L/M]AD|[L/M]AE|[L]C|[L]T|[L/M]G|[L]W|[L]AE|[L]AA|[L/M]AC|[L/M]H|[L]R|[L]A|[L/M]AB|[M-REAL]P|[M-REAL]T|[M-REAL]t7t5|[L/M]R|[L]N|[L/M]Q|[M-REAL]t16t3|[M-REAL]L|[L]R|[L]R|[L/M]K|[M-REAL]F|[L]AC|[L]B|[L]L|[L]H|[L]AC|[L]AB|[L]Y|[L/M]D|[M-REAL]B
6,"instance_149",1,Yes,"151,572.00","62.00","5,903.00","68.00","66,402.00","0.59","0.29","87.00","0.29","68.00","70,488.00",[M-REAL]A|[M-REAL]C|[M-REAL]P|[L]I|[L/M]T|[M-REAL]E|[L]T|[L]Q|[L/M]G|[L/M]H|[L]P|[L]Q|[L]AC|[L/M]R|[M-REAL]N|[L]AA|[L]G|[L]AD|[L/M]O|[L]AB|[L]K|[L]A|[L/M]I|[L]T|[L/M]Q|[L]H|[L]AE|[L]AD|[L/M]G|[L]AC|[L]Q|[L]P|[L]AD|[L]AE|[L]G|[L/M]AA|[L]AB|[L]X|[L]R|[L]N|[L]C|[L]AB|[L]R|[L]R|[L/M]J|[L]I|[L]H|[L]P|[L/M]AE|[L]P|[L/M]AC|[L]AA|[L/M]H|[L]B|[L/M]AD|[L]Y|[L]AA|[L]Z|[L/M]I|[M-REAL]AB|[L/M]P|[L]AB|[L]D|[L/M]R|[M-REAL]S|[L]AC|[L]AE|[L]F|[L/M]Q|[M-REAL]t16t3|[L]H|[L/M]M|[L]S|[L]E|[L]W|[L/M]G|[M-REAL]H|[M-REAL]K|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
7,"instance_453",1,Yes,"145,704.00","52.00","4,114.00","65.00","54,347.00","0.65","0.38","84.00","0.43","65.00","60,079.00",[M-REAL]A|[L]O|[L/M]C|[M-REAL]E|[L]I|[L/M]G|[L/M]H|[L/M]I|[L]I|[L]H|[L/M]J|[L]H|[L]S|[L]G|[L]T|[L]A|[L]AD|[L/M]G|[M-REAL]L|[L/M]K|[L]B|[L/M]H|[M-REAL]I|[L/M]G|[L/M]H|[L]P|[L]H|[L]AA|[L]G|[L]AC|[L]G|[L]AB|[L]G|[L]F|[L/M]I|[L/M]G|[L]G|[L/M]P|[M-REAL]H|[L]I|[L/M]I|[L]Q|[L]E|[L/M]G|[M-REAL]T|[L]I|[L]I|[L]AE|[L]I|[L]M|[L/M]H|[M-REAL]I|[L/M]G|[L]R|[L]H|[L/M]H|[L/M]I|[L/M]G|[M-REAL]H|[L/M]I|[L/M]G|[L/M]N|[M-REAL]O|[L]D|[L/M]R|[L/M]H|[L/M]I|[M-REAL]G|[L]H|[L]H|[L/M]H|[M-REAL]t7t5|[M-REAL]F|[L]H|[L/M]Q|[M-REAL]t16t3|[M-REAL]D|[M-REAL]B|[L]G|[L]I
8,"instance_250",1,Yes,"158,671.00","53.00","5,356.00","68.00","62,115.00","0.70","0.39","87.00","0.38","68.00","67,963.00",[M-REAL]A|[L]AC|[L/M]C|[L/M]P|[L/M]R|[M-REAL]E|[L/M]G|[L]G|[L]G|[L/M]S|[M-REAL]N|[L]G|[L/M]O|[L/M]H|[M-REAL]Q|[L]H|[L]H|[L]K|[L]AD|[L]H|[L]D|[L]AB|[L/M]AA|[L]W|[L/M]AD|[L]R|[L]Q|[L]AA|[L]I|[L]I|[L/M]I|[L]P|[L]H|[L]E|[L]H|[L]H|[L/M]G|[L/M]H|[L/M]I|[L/M]AE|[L/M]G|[L]G|[L]G|[L]X|[L]I|[L/M]J|[M-REAL]AC|[L]I|[L]Z|[L/M]AB|[L/M]H|[L]I|[L]Q|[L]N|[L]AE|[L/M]I|[L/M]P|[L/M]G|[M-REAL]T|[L/M]R|[L]G|[L]I|[L/M]M|[L]AC|[L/M]H|[M-REAL]K|[M-REAL]t7t5|[L]Y|[L]H|[L]T|[L/M]Q|[M-REAL]t16t3|[M-REAL]F|[M-REAL]D|[L/M]B|[L]I|[L]A|[L]F|[L]G
9,"instance_0",1,Yes,"105,813.00","56.00","4,196.00","62.00","47,996.00","0.57","0.31","81.00","0.37","62.00","50,655.00",[M-REAL]A|[M-REAL]C|[L]S|[L]AB|[L/M]P|[M-REAL]T|[M-REAL]E|[M-REAL]N|[L]X|[L/M]O|[M-REAL]R|[L/M]Q|[M-REAL]AA|[L/M]AC|[L/M]AE|[L]AC|[L]AC|[L]D|[L]Q|[L/M]AD|[L]N|[L/M]AB|[L]AD|[L]Z|[L]F|[L]R|[L]AE|[L]P|[L]C|[L]W|[L/M]G|[L]AD|[L/M]J|[L]AD|[L]Z|[L]R|[L]A|[L/M]P|[L]P|[L/M]R|[M-REAL]S|[L]Y|[L/M]Q|[L/M]M|[L]P|[L]Y|[L]Q|[L]AB|[L/M]AA|[M-REAL]AD|[L]S|[L]R|[L]Q|[L/M]AC|[L/M]AE|[L]Z|[L]W|[L/M]AB|[M-REAL]P|[L]AA|[L]AA|[L]B|[L]AE|[L/M]H|[L]E|[L]X|[L]AA|[L/M]R|[M-REAL]Z|[M-REAL]t7t5|[L/M]Y|[L/M]X|[L/M]W|[M-REAL]Q|[M-REAL]t16t3|[L/M]K|[M-REAL]F|[M-REAL]D|[M-REAL]B
10,"instance_70",1,Yes,"121,375.00","51.00","3,870.00","62.00","48,989.00","0.63","0.37","81.00","0.44","62.00","52,544.00",[M-REAL]A|[M-REAL]C|[M-REAL]E|[L]AC|[L/M]G|[L/M]H|[L/M]P|[L]AD|[L/M]I|[M-REAL]R|[L]AA|[L/M]S|[M-REAL]N|[L/M]O|[L]R|[L/M]Q|[L]I|[L]T|[L/M]J|[L]I|[L/M]AA|[L/M]G|[L]E|[L]F|[L]Q|[L]AB|[L]G|[L]AE|[L]T|[L/M]AE|[L/M]L|[L/M]AD|[L/M]H|[M-REAL]I|[L]B|[L/M]G|[L]AA|[L/M]H|[M-REAL]I|[L/M]G|[L]R|[L/M]H|[L]D|[L]P|[L]R|[L]H|[L]R|[L]P|[L/M]K|[M-REAL]I|[L]AB|[L]H|[L/M]G|[L/M]AC|[L/M]H|[M-REAL]AB|[L/M]P|[L]AD|[L]AE|[L]N|[L]Q|[L]A|[L/M]T|[L]I|[L]C|[L/M]I|[L]AB|[L/M]G|[M-REAL]H|[M-REAL]R|[L]I|[L]AC|[L/M]Q|[M-REAL]t16t3|[M-REAL]t7t5|[M-REAL]F|[M-REAL]D|[M-REAL]B
