Result of replaying M9.tpn on Process 6 (filtered on event attributes)

Index,Case IDs,NumOfCases,IsReliable,"Traversed Arcs","Raw Fitness Cost","Calculation Time (ms)","Max Move-Log Cost","Num. States","Move-Model Fitness","Trace Fitness","Max Fitness Cost","Move-Log Fitness","Trace Length","Queued States",Match
1,"instance_178",1,Yes,"12,701.00","108.00","910.00","216.00","8,413.00","0.80","0.53","232.00","0.67","216.00","8,971.00",[L/M]A|[L]H|[L/M]C|[M-REAL]E|[L/M]F|[L]AZ|[L]F|[L/M]D|[L/M]K|[L/M]N|[L]M|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L]L|[L]K|[L]G|[L/M]M|[L]I|[L/M]L|[L]E|[L/M]C|[M-REAL]E|[L/M]F|[L]E|[L]R|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L]G|[L/M]E|[M-REAL]F|[L]L|[L]J|[L]L|[L]L|[L]K|[L]C|[L]AV|[L]E|[L/M]D|[L]E|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[M-REAL]I|[L]J|[L/M]H|[L/M]D|[L]H|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[M-REAL]E|[L]L|[L]M|[L]I|[L]D|[L]M|[L]M|[L/M]F|[L]C|[L]E|[L/M]D|[L/M]K|[L]C|[L/M]N|[L/M]L|[M-REAL]C|[L]J|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L/M]C|[M-REAL]E|[L]D|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L]H|[L/M]C|[M-REAL]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[M-REAL]H|[L/M]D|[L]D|[L/M]K|[L/M]M|[M-REAL]L|[M-REAL]C|[L]M|[L]D|[L/M]G|[L]I|[L/M]I|[M-REAL]J|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[M-REAL]J|[L]C|[L/M]H|[L/M]D|[M-REAL]K|[L/M]M|[L/M]L|[L/M]C|[L]E|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L]Q|[L/M]C|[M-REAL]E|[M-REAL]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]C|[L/M]E|[L/M]F|[L/M]D|[L]K|[L]G|[L]F|[L]E|[L]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[M-REAL]D|[L]L|[L]N|[L]K|[L/M]K|[M-REAL]M|[L/M]L|[L/M]C|[L]C|[L]J|[L]I|[L]L|[L]K|[L/M]E|[M-REAL]F|[M-REAL]D|[L/M]K|[L/M]M|[M-REAL]L|[L]H|[L/M]C|[L]F|[L]D|[L/M]G|[L]D|[L]L|[L]G|[L]K|[L]D|[L/M]J|[L/M]I|[L/M]H|[M-REAL]D|[L]H|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[M-REAL]G|[L/M]J|[L/M]I|[M-REAL]H|[L/M]D|[M-REAL]K|[M-REAL]M|[L]D|[L]J|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[M-REAL]D|[M-REAL]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[L]K|[L/M]O|[M-REAL]Q|[M-REAL]R|[L]L|[L]F|[L/M]P|[L/M]X|[L/M]AU|[L/M]AY|[L/M]BC|[M-REAL]AZ|[M-REAL]AV|[L]F|[L/M]Y|[L/M]B
2,"instance_149",1,Yes,"9,998.00","95.00","726.00","185.00","6,622.00","0.78","0.53","201.00","0.68","185.00","7,207.00",[L/M]A|[L]AL|[L/M]C|[M-REAL]G|[L]D|[L]P|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L]F|[L/M]N|[M-REAL]L|[L]M|[L/M]C|[L]K|[L/M]G|[L]K|[L/M]J|[L/M]I|[M-REAL]H|[L]J|[L/M]D|[L]F|[L]N|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L]N|[L/M]D|[M-REAL]K|[L/M]M|[L]N|[L]L|[L/M]L|[L/M]C|[M-REAL]G|[L/M]J|[L/M]I|[M-REAL]H|[L]L|[L]I|[L]K|[L/M]D|[L/M]K|[L/M]M|[L]K|[L]E|[L/M]L|[M-REAL]C|[L]L|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[M-REAL]L|[M-REAL]C|[L]H|[L]E|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[M-REAL]D|[L]J|[L]AM|[L]M|[L/M]K|[L]J|[L/M]M|[M-REAL]L|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[M-REAL]K|[L]G|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[M-REAL]I|[M-REAL]J|[L]G|[L/M]H|[L/M]D|[L/M]K|[L]L|[L]K|[L]K|[L]H|[L]L|[L]H|[L]D|[L]G|[L/M]N|[L/M]L|[M-REAL]C|[L]M|[L/M]E|[M-REAL]F|[L]D|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L]AO|[L/M]I|[L/M]H|[M-REAL]D|[L]C|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L]N|[L/M]D|[M-REAL]K|[M-REAL]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L]E|[L/M]L|[L]D|[L]N|[L]F|[L]D|[L]C|[L]N|[L]V|[L/M]C|[L/M]E|[L/M]F|[L]I|[L/M]D|[M-REAL]K|[L]I|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L/M]D|[L/M]K|[M-REAL]M|[M-REAL]L|[L]C|[L]C|[L/M]C|[L/M]G|[M-REAL]I|[M-REAL]J|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L]L|[L/M]L|[L/M]C|[M-REAL]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L/M]L|[L]L|[L/M]C|[L]K|[L/M]E|[L]F|[L]D|[L]C|[L/M]F|[L/M]D|[L/M]O|[L/M]S|[M-REAL]U|[L/M]T|[M-REAL]P|[L/M]X|[L/M]AF|[M-REAL]AL|[M-REAL]AN|[M-REAL]AM|[L]C|[L/M]AG|[L/M]Y|[L/M]B
3,"instance_42",1,Yes,"8,229.00","78.00","610.00","154.00","5,443.00","0.77","0.54","170.00","0.70","154.00","5,876.00",[L/M]A|[L/M]C|[L]C|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[L/M]N|[L]N|[L]C|[L/M]L|[L/M]C|[M-REAL]G|[L/M]I|[L]D|[L]M|[L]E|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[L]H|[L/M]L|[L/M]C|[M-REAL]E|[L]K|[L/M]F|[L/M]D|[M-REAL]K|[M-REAL]M|[L]AC|[L]C|[L/M]L|[L]J|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[M-REAL]H|[L]N|[L/M]D|[L/M]K|[M-REAL]M|[L]F|[L/M]L|[M-REAL]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L]S|[L/M]K|[L]E|[L/M]M|[M-REAL]L|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[L]K|[L/M]K|[L/M]N|[L/M]L|[M-REAL]C|[L]K|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L]D|[L/M]D|[M-REAL]K|[L]L|[L/M]N|[M-REAL]L|[L/M]C|[L]C|[L/M]E|[M-REAL]F|[L]X|[L/M]D|[M-REAL]K|[L]C|[L/M]N|[L/M]L|[M-REAL]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L]D|[L/M]M|[L/M]L|[L]I|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[M-REAL]D|[L/M]K|[L/M]M|[L]D|[L/M]L|[L/M]C|[M-REAL]E|[L]C|[L/M]F|[M-REAL]D|[L]G|[L/M]K|[L]C|[L]E|[L/M]M|[L]D|[L]M|[L/M]L|[M-REAL]C|[L/M]E|[L]F|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L]L|[L/M]L|[M-REAL]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L]I|[L]H|[L]E|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[M-REAL]I|[M-REAL]J|[L/M]H|[L/M]D|[L/M]K|[M-REAL]M|[L]L|[L/M]L|[M-REAL]C|[L/M]G|[L/M]J|[L/M]I|[M-REAL]H|[L/M]D|[L]U|[L]L|[L]C|[L]M|[L]K|[L]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[M-REAL]I|[L/M]J|[L/M]H|[M-REAL]D|[L/M]O|[M-REAL]S|[M-REAL]U|[L]K|[L/M]T|[L/M]P|[M-REAL]X|[L]F|[L/M]Z|[M-REAL]AC|[L/M]AB|[L]K|[L/M]AA|[L/M]AD|[L/M]AE|[L/M]Y|[L/M]B
4,"instance_50",1,Yes,"7,432.00","57.00","540.00","153.00","4,585.00","0.83","0.66","169.00","0.78","153.00","5,054.00",[L/M]A|[M-REAL]C|[L]M|[L/M]E|[L/M]F|[L/M]D|[L]N|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L]D|[L]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L]C|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L]L|[L/M]D|[M-REAL]K|[L/M]N|[L]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L]C|[L]L|[L]I|[L]D|[L]J|[L/M]E|[M-REAL]F|[M-REAL]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L]K|[L/M]K|[M-REAL]M|[M-REAL]L|[L]G|[L/M]C|[M-REAL]E|[L]H|[L/M]F|[L/M]D|[L]K|[L]E|[L]C|[L]L|[L]F|[L/M]K|[L]C|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L]F|[L/M]L|[M-REAL]C|[L]L|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[M-REAL]M|[L]B|[L]D|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L]J|[L/M]K|[L/M]M|[L/M]L|[M-REAL]C|[L/M]E|[L/M]F|[M-REAL]D|[L]N|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L]E|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L/M]C|[L/M]G|[M-REAL]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L]F|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L]AB|[L/M]M|[L/M]L|[L/M]C|[M-REAL]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L]I|[L/M]C|[L/M]G|[L]L|[L/M]J|[M-REAL]I|[L/M]H|[M-REAL]D|[L/M]O|[L/M]S|[L/M]U|[L/M]T|[L/M]P|[L/M]X|[L/M]Z|[M-REAL]AB|[L/M]AC|[L/M]AA|[L/M]AD|[L/M]AE|[L/M]Y|[M-REAL]B|[L]K
5,"instance_96",1,Yes,"7,384.00","61.00","518.00","152.00","4,427.00","0.82","0.64","168.00","0.76","152.00","5,018.00",[L/M]A|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L]D|[L/M]K|[L/M]M|[L/M]L|[L]D|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[M-REAL]C|[L]B|[L]M|[L]AY|[L/M]E|[L/M]F|[L]N|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L]X|[L]C|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L/M]L|[M-REAL]C|[L]I|[L]K|[L/M]E|[M-REAL]F|[L]J|[L/M]D|[L/M]K|[L/M]N|[L]C|[L]C|[L]J|[L]H|[L]H|[L]F|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L/M]L|[L/M]C|[L/M]E|[L]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L]F|[L/M]C|[M-REAL]E|[L]T|[L/M]F|[L/M]D|[M-REAL]K|[M-REAL]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L]F|[L/M]D|[M-REAL]K|[L]G|[L/M]M|[L/M]L|[M-REAL]C|[L]E|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[M-REAL]D|[L]J|[L/M]K|[M-REAL]M|[L]D|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[M-REAL]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L]I|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[L]N|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L/M]D|[L]C|[L/M]K|[L]C|[L/M]N|[L]G|[L/M]L|[M-REAL]C|[L/M]E|[M-REAL]F|[L]N|[L]K|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L]M|[L/M]I|[M-REAL]J|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[M-REAL]E|[M-REAL]F|[L]K|[L/M]D|[L/M]O|[L/M]S|[L/M]V|[M-REAL]T|[L]L|[L/M]P|[M-REAL]X|[L/M]AU|[M-REAL]AY|[M-REAL]BA|[L/M]AZ|[L]BA|[L/M]AV|[L/M]Y|[M-REAL]B
6,"instance_330",1,Yes,"7,700.00","64.00","535.00","153.00","4,823.00","0.83","0.62","169.00","0.73","153.00","5,423.00",[L/M]A|[L]L|[L/M]C|[L/M]E|[L]K|[L/M]F|[L/M]D|[L]E|[L/M]K|[M-REAL]M|[L]G|[L/M]L|[L]D|[L/M]C|[L/M]E|[L]Y|[L/M]F|[L/M]D|[M-REAL]K|[M-REAL]M|[L]D|[L/M]L|[L/M]C|[L/M]G|[L]D|[L]C|[L/M]J|[M-REAL]I|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]H|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L/M]C|[L]C|[L/M]G|[L/M]I|[L/M]J|[M-REAL]H|[L]G|[L/M]D|[L/M]K|[L]M|[L/M]M|[L/M]L|[L]M|[L/M]C|[L/M]G|[L/M]I|[L]H|[L/M]J|[L/M]H|[M-REAL]D|[L/M]K|[M-REAL]M|[L/M]L|[L]K|[L/M]C|[L]R|[L/M]E|[L/M]F|[L]N|[L/M]D|[M-REAL]K|[M-REAL]M|[L]D|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[M-REAL]D|[L/M]K|[L]M|[L]G|[L]K|[L/M]M|[L/M]L|[L]Q|[L/M]C|[M-REAL]G|[L]N|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L]L|[L/M]L|[M-REAL]C|[L]I|[L]H|[L]X|[L]J|[L]D|[L]K|[L]F|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[M-REAL]H|[L/M]D|[L/M]K|[L/M]M|[L]D|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L]M|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[M-REAL]D|[L]C|[L]J|[L/M]K|[L/M]M|[L]L|[L]I|[L]I|[L]H|[L]K|[L/M]L|[L/M]C|[M-REAL]E|[L/M]F|[M-REAL]D|[L/M]O|[M-REAL]Q|[M-REAL]R|[L/M]P|[M-REAL]X|[L/M]AU|[L/M]AW|[L/M]AX|[L/M]AV|[M-REAL]Y|[L/M]B
7,"instance_37",1,Yes,"6,951.00","76.00","533.00","132.00","4,757.00","0.74","0.49","148.00","0.66","132.00","5,211.00",[L/M]A|[L/M]C|[M-REAL]G|[L]N|[L/M]I|[L]D|[L]H|[L/M]J|[M-REAL]H|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L]M|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L]K|[L/M]N|[L/M]L|[M-REAL]C|[L]E|[L]G|[L]K|[L]D|[L]K|[L]K|[L]F|[L]Q|[L]AF|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[M-REAL]M|[L]L|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L]X|[L/M]D|[L/M]K|[L]R|[L]J|[L]C|[L/M]N|[M-REAL]L|[M-REAL]C|[L/M]G|[M-REAL]J|[L/M]I|[L]F|[L/M]H|[L/M]D|[M-REAL]K|[L]E|[L/M]N|[M-REAL]L|[L]I|[L/M]C|[L/M]E|[M-REAL]F|[L]C|[L/M]D|[L]AL|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]F|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L]G|[L]L|[L]F|[L]L|[L]L|[L]D|[L]F|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[M-REAL]I|[L/M]J|[L]L|[L/M]H|[L/M]D|[M-REAL]K|[L]F|[L]N|[L/M]N|[M-REAL]L|[L]K|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L]B|[L/M]E|[M-REAL]F|[L/M]D|[M-REAL]K|[L]L|[L/M]M|[L/M]L|[L/M]C|[M-REAL]E|[M-REAL]F|[L/M]D|[L/M]K|[M-REAL]M|[L]C|[L]AM|[L/M]L|[L/M]C|[M-REAL]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L]Y|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[M-REAL]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]O|[M-REAL]Q|[M-REAL]R|[L]C|[L]M|[L/M]P|[M-REAL]X|[M-REAL]AF|[M-REAL]AL|[L]E|[L/M]AO|[M-REAL]AM|[L/M]AG|[M-REAL]Y|[M-REAL]B
8,"instance_189",1,Yes,"5,957.00","64.00","488.00","133.00","3,945.00","0.79","0.57","149.00","0.71","133.00","4,262.00",[L/M]A|[L/M]C|[L/M]G|[L]E|[L]M|[L/M]J|[L/M]I|[L/M]H|[L]G|[L/M]D|[L/M]K|[M-REAL]M|[L]S|[L/M]L|[L]L|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[M-REAL]K|[M-REAL]M|[L]C|[L/M]L|[L]M|[L/M]C|[L]C|[L/M]G|[L]C|[L]D|[L/M]J|[M-REAL]I|[L]C|[L/M]H|[L]F|[L/M]D|[M-REAL]K|[L]B|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L]C|[L/M]F|[M-REAL]D|[L]N|[L]K|[L/M]K|[L/M]M|[L]D|[L]J|[L]I|[L]E|[L/M]L|[M-REAL]C|[M-REAL]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[M-REAL]M|[L/M]L|[M-REAL]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L]D|[L]C|[L]M|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[M-REAL]G|[L]D|[L/M]I|[L]H|[L/M]J|[L/M]H|[M-REAL]D|[L/M]K|[L]I|[L/M]N|[L/M]L|[L]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L]F|[L]D|[L/M]L|[M-REAL]C|[L]D|[L]K|[L]M|[L/M]G|[L/M]J|[M-REAL]I|[L]J|[L/M]H|[M-REAL]D|[L/M]K|[L/M]N|[L/M]L|[M-REAL]C|[L]G|[L]K|[L/M]G|[M-REAL]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[M-REAL]H|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[M-REAL]J|[L/M]I|[L]P|[L/M]H|[L/M]D|[L/M]O|[M-REAL]S|[M-REAL]U|[L]AX|[L/M]T|[M-REAL]P|[L]K|[L/M]X|[L/M]AU|[L/M]AW|[M-REAL]AX|[L]W|[L/M]AV|[L/M]Y|[M-REAL]B
9,"instance_450",1,Yes,"6,842.00","55.00","509.00","135.00","4,164.00","0.82","0.64","151.00","0.76","135.00","4,625.00",[L/M]A|[L]F|[L/M]C|[L]K|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[L]C|[L/M]F|[L/M]D|[L]H|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L]C|[L/M]E|[L]K|[L]D|[L]K|[L]AG|[L]L|[L]I|[L]D|[L]J|[L]L|[L/M]F|[L/M]D|[L/M]K|[L]L|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[M-REAL]I|[M-REAL]H|[L]C|[L/M]D|[L/M]K|[L/M]N|[M-REAL]L|[L/M]C|[L/M]G|[L/M]I|[L/M]J|[L/M]H|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[M-REAL]K|[L]L|[L/M]N|[L/M]L|[L]K|[L]G|[L/M]C|[L/M]E|[L/M]F|[M-REAL]D|[L]C|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L]E|[L/M]E|[M-REAL]F|[M-REAL]D|[L/M]K|[L/M]N|[M-REAL]L|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[L/M]N|[L/M]L|[M-REAL]C|[L]D|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[L]M|[L/M]M|[L/M]L|[M-REAL]C|[L]L|[L]AH|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[M-REAL]C|[M-REAL]E|[L]I|[L/M]F|[L]H|[L/M]D|[L/M]K|[M-REAL]M|[L/M]L|[L/M]C|[L/M]E|[L/M]F|[L]AI|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L/M]C|[L/M]E|[L]J|[L]D|[L/M]F|[M-REAL]D|[L]N|[L/M]K|[M-REAL]M|[M-REAL]L|[L/M]C|[L/M]G|[M-REAL]J|[L/M]I|[L/M]H|[L/M]D|[L/M]O|[L/M]Q|[L/M]R|[L/M]P|[L/M]X|[L/M]AF|[M-REAL]AH|[L/M]AJ|[L/M]AK|[M-REAL]AI|[M-REAL]AG|[L]M|[L/M]Y|[L/M]B
10,"instance_254",1,Yes,"6,148.00","55.00","471.00","117.00","3,875.00","0.78","0.59","133.00","0.74","117.00","4,215.00",[L/M]A|[L/M]C|[M-REAL]E|[L]C|[L/M]F|[L/M]D|[L]L|[L/M]K|[L/M]M|[L]AG|[L/M]L|[L]E|[L/M]C|[L/M]E|[L/M]F|[L/M]D|[L]B|[L]AO|[L/M]K|[M-REAL]M|[L]C|[L/M]L|[L/M]C|[L]L|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L/M]C|[L]H|[L]AM|[L/M]E|[M-REAL]F|[L]AL|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[L/M]C|[L/M]G|[L]C|[L/M]J|[L/M]I|[M-REAL]H|[L]L|[L/M]D|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L/M]E|[M-REAL]F|[L]C|[L/M]D|[L]C|[L/M]K|[L/M]N|[L/M]L|[L/M]C|[L]F|[L/M]E|[L/M]F|[L/M]D|[L]N|[L/M]K|[M-REAL]M|[M-REAL]L|[M-REAL]C|[L]F|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[M-REAL]L|[L]K|[L/M]C|[L]K|[L/M]E|[L/M]F|[L/M]D|[L/M]K|[L/M]M|[L/M]L|[M-REAL]C|[L]N|[L/M]E|[L/M]F|[L/M]D|[M-REAL]K|[L/M]M|[M-REAL]L|[M-REAL]C|[L]D|[L/M]G|[L/M]I|[L/M]J|[M-REAL]H|[L/M]D|[L/M]K|[M-REAL]M|[L]H|[L/M]L|[L/M]C|[L/M]G|[L/M]J|[L/M]I|[L/M]H|[L/M]D|[M-REAL]K|[L]L|[L/M]M|[L/M]L|[M-REAL]C|[L/M]E|[L]E|[L/M]F|[L/M]D|[L]K|[L]N|[L]L|[L/M]O|[L]N|[L/M]S|[L/M]U|[M-REAL]T|[L/M]P|[L/M]X|[L/M]AF|[M-REAL]AL|[M-REAL]AN|[M-REAL]AM|[M-REAL]AG|[L]T|[L/M]Y|[M-REAL]B|[L]F
